,filename,compStages,auxStages,Away %,Home %,Sleep %,Awake %,TOU %,Custom Schedule %,Smart Away %,Smart Home %,DR %,Hold %,TOU Event %,Custom Event %,Sq. Ft.,Floors,Age,Style,State,City
1413,294da8bb783bfa5053aafaefc597b1d07f5dbd1b.csv,0,0,0,0.68502938,0.284292964,0,0,0.030677656,0.003176511,0,0,0.045787546,0,0.951035943,1500,2,95,0,NY,New York
1417,295e342ebc46cd03c5e216e21d266a0e621e3654.csv,0,1,0.128643926,0.261046245,0.581463675,0,0,0.028846154,0,0,0,0.036448794,0,0.963551206,9000,1,40,other,NY,Stephentown
1420,297ef8a26d2b43a92bb7c3e77e0c5dbb3aee9ca8.csv,0,1,0.350551358,0.215373168,0.404265873,0,0,0.0298096,0.000248016,0.00380609,0,0.924278846,0,0.071667048,0,0,0,,NY,Garden City Park
1423,2992510eced2dd9849da9f6e90cf7514bf52d0b0.csv,0,1,0,0.435334631,0.100818452,0,0,0.463846917,0.005952381,0,0,0.142523275,0,0.851524344,2500,2,60,other,NY,Massapequa
1433,29dd1a8bd0d8bde36eec739bac12c130328d446e.csv,0,1,0,0.685485186,0.283459673,0,0,0.031055141,0,0,0,0.968944859,0,0.031055141,3500,4,36,condominium,NY,New York
1443,2a34359a65804882f464c4176269412f0605d148.csv,0,1,0,0.626173306,0.236034799,0,0,0.137791896,0.000295711,0,0.0020509,0.766693376,0,0.230960012,2000,2,95,detached,NY,Queens Village
1444,2a429279bc033e5492fa1f4a42e6170cc3c6f826.csv,0,1,0.203163156,0.447258471,0.318299756,0,0,0.031278617,0.001068376,0.000496032,0,0.452772054,0,0.545663538,2000,3,20,other,NY,Chili
1445,2a4c852c0a22501b0247c8cf39b1a99014112938.csv,0,1,0,0.647038567,0.330989822,0,0,0.02197161,0.014061065,0,0,0.807803413,0,0.178135522,2500,3,40,detached,NY,Greenport
1448,2a5d7cf50d98f0053dda1ac6c390dceb677dd38e.csv,0,1,0,0.691067876,0.284234389,0,0,0.024697735,0,0,0,0.924500689,0,0.075499311,2500,2,15,,NY,Mount Sinai
1449,2a5e8eb68a0f0e447f8b7940008f35b9a0ab232f.csv,0,1,0,0.992805755,0,0,0,0.007194245,0,0,0,0.48381295,0,0.51618705,0,0,0,,NY,nyc
1450,2a60139d260b7e4f7d4a96e07d2324fbc3eb9011.csv,0,1,0.232524105,0.426050275,0.315283517,0,0,0.026142103,0,0,0,0.161137894,0,0.838862106,2000,2,105,other,NY,Jordan
1453,2a819c41fbd663229ca88c1560c8cae981c13245.csv,0,1,0,0.593263507,0.377642323,0,0,0.02909417,0.009214744,0,0,0.013421474,0,0.977363782,2500,3,40,other,NY,Dix Hills
1455,2a86d51ecaed33362186c27ad121f5d0be2b4cc9.csv,0,1,0.175876464,0.512177509,0.255233064,0,0,0.056712963,0.032328268,0.046840377,0,0.050668724,0,0.870162631,2500,2,20,detached,NY,Halfmoon
1459,2a9142d304388c25ce50e20c2c179698fe902eeb.csv,0,1,0,0.677245587,0.279887072,0,0,0.042867342,0.009270076,0,0,0.75466208,0,0.236067844,2500,2,110,detached,NY,Pearl River
1460,2a95086438a6eb13c14ebce338bda6d4908ed398.csv,0,2,0,0.54143069,0.353391316,0,0,0.105177994,0.006708468,0,0,0.154665588,0,0.838625944,3500,2,20,detached,NY,Cicero
1461,2a9695131f6e022486fc177d0ef58fd21a6bb83d.csv,0,1,0.173762897,0.424162982,0.367351021,0,0,0.0347231,0.012065698,0.033891346,0,0.274457781,0,0.679585176,1500,2,50,detached,NY,Ballston Spa
1465,2aa1a2699c102364fbe06c52a0a4cb12a9731d6f.csv,0,1,0,0.6767766,0.280108952,0,0,0.043114448,2.45E-05,0,0,0.944505791,0,0.05546967,1500,1,35,detached,NY,Shoreham
1470,2abb28f9edb3560bd631baf0dd3d757ae40f4f04.csv,0,1,0,0.667843205,0.303441613,0,0,0.028715182,0.004371365,0,0,0.253300046,0,0.742328589,2000,2,45,other,NY,Roosevelt
1472,2ad15bc29a5852d5480befbfcd4212bc562b0568.csv,0,1,0,0.622357677,0.348614927,0,0,0.029027396,0,0,0,0.156078297,0,0.843921703,2000,2,35,0,NY,Rochester
1475,2ae450099baf9b59f4e68ef35924da90a22fefe9.csv,0,1,0,0.610219076,0.362415592,0,0,0.027365331,0.072590546,0,0,0.264195826,0,0.663213628,1500,3,35,detached,NY,Clarkson
1476,2af0f3090c0bf5903d0a73c8515d091428acf2a2.csv,0,0,0.280498054,0.290958953,0.421355272,0,0,0.007187721,0,0,0,0.25831564,0,0.74168436,0,0,0,,NY,Dix Hills
1477,2af834ca6b344600151835608482ab60dd01940a.csv,0,1,0,0.69161134,0.277253129,0,0,0.031135531,0.111158806,0,0,0.08028083,0,0.808560363,0,0,0,,NY,Old Bethpage
1483,2b276ee07ac55b8046e098b2e841778f74e4a5b3.csv,0,1,0.302313418,0.317773084,0.348662241,0,0,0.031251257,0,0,0,0.180466707,0,0.819533293,2000,4,90,detached,NY,Port Washington
1485,2b2a21117762666ef6cdee5bbb57927fa6306dad.csv,0,1,0.391863221,0.335594177,0.263604559,0,0,0.008938043,0,0,0,0.076515066,0,0.923484934,2000,2,70,detached,NY,Roosevelt
1490,2b5da3de47153f2589d2dae908b7f63a165cd56b.csv,0,1,0,0.689260024,0.284559611,0,0,0.026180364,0.007585323,0,0.002027854,0.878080043,0,0.11230678,2500,3,28,semiDetached,NY,Peekskill
1496,2b70f72c0705e468bf173ac83901614f975acb4e.csv,0,1,0.109167327,0.547663058,0.14857847,0,0,0.194591145,0,0,0,0.917216794,0,0.082783206,2500,3,30,,NY,Staten Island
1500,2b9d6f175cb92c4ca49cf97314a27306ecb81e75.csv,0,1,0,0.575988248,0.390682234,0,0,0.033329518,0.077981914,0,0,0.080423916,0,0.84159417,4000,3,15,detached,NY,Saratoga Springs
1502,2ba9b38fe51e31b491c9e6bfd6ed56c1cdbf148d.csv,0,1,0,0.517599588,0.453191774,0,0,0.029208639,0,0,0,0.001965049,0,0.998034951,5500,3,5,detached,NY,roslyn heights
1507,2bd293f286d4e840352705ee2ac968c63b29416d.csv,0,1,0,0.697042275,0.286977899,0,0,0.015979826,0,0,0,0.976454785,0,0.023545215,0,0,0,,NY,Poughkeepsie
1509,2be90b986d86b729ae676c88ef27f37bb74e3464.csv,0,1,0,0.645280067,0.32678953,0,0,0.027930403,0.032919338,0,0,0.084974054,0,0.882106609,6500,3,5,detached,NY,Chappaqua
1510,2befaf034ede6d272b18c3340373698bf718d580.csv,0,1,0,0.585622711,0.384901557,0,0,0.029475733,0.059457036,0,0,0.028416896,0,0.912126068,2500,3,20,multiPlex,NY,Henrietta
1511,2bf547d83822bd26857dc57a44d68b382975aa6c.csv,0,1,0,0.687223367,0.282823947,0,0,0.029952686,0,0,0,0.072296627,0,0.927703373,500,1,0,apartment,NY,Chatham
1512,2bf598b6b0b2b728aee48a1134f6084f72734b3c.csv,0,1,0,0.58747513,0.385148837,0,0,0.027376033,0,0,0,0.970691766,0,0.029308234,1500,1,60,other,NY,Orchard Park
1514,2bfd52d77a5d7812e7ab71ba7b29c68d501d59ce.csv,0,1,0,0.391689213,0.57981414,0,0,0.028496647,0,0,0,0.523595263,0,0.476404737,3000,2,45,detached,NY,New City
1515,2c000478591ff0c92f3b41f84832e4aa74da0558.csv,0,1,0.344916442,0.237591314,0.348243771,0,0,0.069248474,0,0,0,0.930751526,0,0.069248474,3000,3,68,detached,NY,Massapequa Park
1516,2c1ef333c556babd376f41cf2ff12df08021d609.csv,0,1,0.246680823,0.396187251,0.330961126,0,0,0.026170799,0,0,0,0.028552571,0,0.971447429,2500,3,50,other,NY,Rochester
1517,2c21f7f7b6750267c50e30a1880e7d799d17564a.csv,0,1,0,0.556975231,0.415623445,0,0,0.027401325,0.002813828,0,0,0.024415221,0,0.972770951,2500,3,20,detached,NY,Schenectady
1524,2c6a88358e887c129e2080eb43d32538179f9fd8.csv,0,1,0.346361341,0.223073538,0.294048439,0,0,0.136516682,0.011440159,0.177532905,0,0.085571625,0,0.725455311,1500,2,15,detached,NY,Lindenhurst
1526,2c8a2be516123bdd32fb0b02c4f3ee8dc5bb2adf.csv,0,1,0.344622851,0.260723603,0.362012738,0,0,0.032640807,0.019116406,0.02708717,0,0.084762508,0,0.869033917,1500,1,20,apartment,NY,Hobrook
1527,2c8ac82a96d5e5bca2fda7f9cc345f0f7df3865f.csv,0,2,0.253682082,0.490251068,0.226696047,0,0,0.029370803,0.014403999,0.15203373,0,0.067918193,0,0.765644078,1500,1,55,detached,NY,Selden
1529,2c99cc8aedaec5bf9ca3189a257cfda6db3c09c0.csv,0,1,0,0.667194836,0.277278951,0,0,0.055526213,0,0,0,0.934223396,0,0.065776604,0,0,0,,NY,Brentwood
1530,2c9de928cd107eb520a3fd86ca346559f6db3423.csv,0,1,0,0.03125,0,0,0,0.96875,0,0,0,0.017361111,0,0.982638889,1500,3,80,detached,NY,Johnson City
1540,2cf72feea146c6dabea530c66f93746382050d56.csv,0,2,0,0.685210623,0.281822344,0,0,0.032967033,0.062633547,0,0,0.112599206,0,0.824767247,3000,3,45,detached,NY,Rochester
1542,2cffb046bb08325820decf8bc99a53ac411a83be.csv,0,0,0,0.57013771,0.423655914,0,0,0.006206376,5.66E-05,0,0.003923788,0.000830032,0,0.995189587,1501,3,99,Townhouse,NY,New York
1543,2d032e036bad519eab71a574f3140a160b086b5d.csv,2,1,0,0.687328297,0.283501221,0,0,0.029170482,0,0,0,0.969532204,0,0.030467796,0,0,0,,NY,Athens
1546,2d155a74db57771dd21be2572350c153997d2403.csv,0,1,0,0.324667126,0.360900673,0,0,0.314432201,0.010024487,0,0,0.017265458,0,0.972710055,2000,2,28,detached,NY,Mahopac
1547,2d25862fe6f8473c38274c3918933b0fe4cf00a4.csv,0,1,0,0.572256657,0.345031757,0,0,0.082711586,0,0,0,0.161377028,0,0.838622972,3500,3,105,rowHouse,NY,Brooklyn
1548,2d270b1e7daa37f2360ef4f26ae53f20e8087571.csv,0,1,0,0.673435314,0.290995442,0,0,0.035569243,0.022911872,0,0,0.767203646,0,0.209884482,6500,3,50,detached,NY,Great Neck Estates
1556,2d4bd225382702f8937a6ba3c10948b1189146fb.csv,0,1,0.265237639,0.407535497,0.314842716,0,0,0.012384148,0.0065402,0.064717162,0,0.143644706,0,0.785097932,1001,1,19,Townhouse,NY,Amityville
1557,2d5027b25ee3c57ff575dfb0af71d7d3250f1141.csv,0,1,0,0.679265873,0.270595238,0,0,0.050138889,0.121547619,0,0,0.006130952,0,0.872321429,0,0,0,,NY,Binghamton
1559,2d6a536630272c77124f3c31839536e156e72734.csv,0,1,0,0.682022692,0.281973787,0,0,0.036003521,0,0,0,0.861287167,0,0.138712833,3500,3,20,detached,NY,Port Jeff Sta
1560,2d6a99f07f413eae4e0e18a51c1b818e3e40f5bb.csv,0,1,0,0.670005342,0.29162851,0,0,0.038366148,0.001564408,0,0,0.808245574,0,0.190190018,0,0,0,,NY,White Plains
1563,2d7faa6984d54304e7b6c7fedfa3f5ee1fadffea.csv,0,1,0,0.902796856,0.069215507,0,0,0.027987637,0.001421322,0,0,0.89360119,0,0.104977488,2000,3,67,other,NY,Huntington
1566,2d9fc94cb8c2e6a8ad27c90fbca878eb44393233.csv,0,1,0,0.114241391,0.331296481,0,0,0.554462129,0,0,0,0.01032637,0,0.98967363,2000,2,55,detached,NY,West Babylon
1567,2da7ffba57d82dfd78f46ee78e0ad2dd92debf66.csv,0,1,0,0.807291667,0.164730235,0,0,0.027978098,6.68E-05,0,0,0.258604243,0,0.741328984,2000,2,70,detached,NY,Malverne
1570,2db98764c08493eab67e6ae4f2286ae8b1ba204f.csv,0,1,0,0.925197879,0.05473417,0,0,0.020067951,0,0,0,0.97869997,0,0.02130003,2500,2,60,other,NY,East Greenbush
1573,2df7cf89e53d8f78e3ee8bebaa5ef6033be15ec1.csv,0,1,0.272032077,0.301738867,0.385499339,0,0,0.040729718,0.003210428,0.131531085,0,0.072875331,0,0.792383157,3500,3,90,detached,NY,New York
1575,2e0b580678c4aef0143b5a3b5464919ca6a65707.csv,0,1,0.328148148,0.272708333,0.332627315,0,0,0.066516204,0,0,0,0.024085648,0,0.975914352,3500,3,15,,NY,Freeville
1579,2e262e9106c28715654d25cfc4ba776f623c51c4.csv,0,1,0,0.130170177,0.842071123,0,0,0.0277587,0.000286172,0,0,0.956177503,0,0.043536325,2000,3,65,detached,NY,Merrick
1580,2e27c95e0ef6121b1c9cfc131bdc32a6a8ef827b.csv,0,1,0,0.612335476,0.361541552,0,0,0.026122972,0.013123661,0,0,0.148683808,0,0.838192531,1500,3,80,detached,NY,New Hyde Park
1581,2e30af128ff047c28af42de1f47490b52e9cc158.csv,0,1,0,0.691407459,0.213759285,0,0,0.094833256,0.000976865,0,0,0.135213556,0,0.863809579,0,0,0,,NY,Plainview
1584,2e518f3a5a7bb9b005bd0d564a94aa7bdfb772e5.csv,0,1,0.172305187,0.26912795,0.16357854,0,0,0.394988324,0,0.00434796,0,0.041774213,0,0.953877827,2500,3,60,multiPlex,NY,New York
1585,2e51dafab0865831d9c02001c50c3a2cf548f6f0.csv,0,1,0.272865156,0.227907509,0.471544948,0,0,0.027682387,0,0,0,0.041790675,0,0.958209325,4000,3,30,detached,NY,Purchase
1586,2e7ae87c89585bf03da1d94f7ae8aa13a79b69dd.csv,1,1,0,0.671448763,0.292508834,0,0,0.036042403,0,0,0,0.457255595,0,0.542744405,3000,3,50,detached,NY,Shawangunk
1588,2e7ec8e9a78d3239567a67729f1a4952804da171.csv,0,1,0.127693789,0.593924123,0.247214028,0,0,0.03116806,0.007067355,0.061793265,0,0.128103491,0,0.80303589,2500,2,15,other,NY,Penfield
1590,2e8a944c3e376985c25b2940c2463ee0010e3c0c.csv,0,1,0,0.70837149,0.263049451,0,0,0.02857906,0,0,0,0.971067995,0,0.028932005,3500,3,15,Detached,NY,Holtsville
1612,2f45484003d2e718d8d35f282faa5cc20f0b8d5b.csv,0,1,0.159014386,0.386095807,0.424338078,0,0,0.030551729,0.03684573,0.010674931,0,0.0421545,0,0.910324839,2288,3,0,detached,NY,Fayetteville
1626,2fc9c9b08a87322b0562e879d22e3e2a3764601b.csv,1,1,0.42809726,0.234791093,0.310299969,0,0,0.026811677,9.57E-06,0.023042929,0,0.098943985,0,0.87800352,3000,2,20,,NY,Chester
1627,2fca70f12a8f444c08bc01e3def89aff240c4db3.csv,0,1,0.095104548,0.636351496,0.239936279,0,0,0.028607677,0.022445437,0.016159188,0,0.021930327,0,0.939465049,2500,3,10,Other,NY,Webster
1629,2fd0e96a5511ff80aacc1d3e1ddf667b5ae7fb16.csv,0,1,0.130423554,0.390725436,0.350608356,0,0,0.128242654,0,0,0,0.032818717,0,0.967181283,0,2,60,detached,NY,North Babylon
1638,30398ffc59e7934633577adc5724a2a2620b469e.csv,0,1,0.257386983,0.458026961,0.239923747,0,0,0.044662309,0.024260167,0.05209468,0,0.046182825,0,0.877462328,500,1,90,apartment,NY,New York
1639,303a76c806b1819c78ccb521e3ae0ba00274f6ec.csv,0,1,0,0.497176435,0.47357677,0,0,0.029246795,0.041151557,0,0,0.062538156,0,0.896310287,1500,2,20,apartment,NY,Farmingville
1641,303d385445717a146b3ede1dfffcd39a0b6ca823.csv,0,1,0.378204392,0.314872207,0.281948271,0,0,0.02497513,0,0,0,0.303192914,0,0.696807086,500,1,40,apartment,NY,New York
1642,3044b51c8ef5507e7d08ace9576199c68aaab71e.csv,0,1,0.440383185,0.201027199,0.32719494,0,0,0.031394676,0.004443618,0.215804812,0,0.161499669,0,0.618251901,2500,2,40,other,NY,Greenfield
1653,30840e60a9b21de95d384f8605215be42520955e.csv,1,1,0,0.663232706,0.309993878,0,0,0.026773416,0.062700872,0,0,0.054445975,0,0.882853153,1500,1,40,detached,NY,Washingtonville
1656,309037a9c3997c34d6865e4eabff925b2ff4b5ff.csv,0,1,0,0.688100962,0.28320551,0,0,0.028693529,0,0,0,0.962024954,0,0.037975046,1500,1,30,other,NY,Shirley
1660,30ad4891f143e1353da16222d7e96c219dc93016.csv,0,1,0,0.689093025,0.283176893,0,0,0.027730082,0,0,0,0.891111493,0,0.108888507,0,0,0,,NY,New York
1661,30b0202ad69f129675caa8ce6808a127a3450838.csv,0,1,0,0.694663192,0.274850415,0,0,0.030486393,0.011436016,0,0,0.328758927,0,0.659805057,1500,1,20,condominium,NY,Webster
1662,30beaba7ab24c162bf703eaa07f1ac3e55674ed1.csv,0,1,0,0.704567214,0.291337187,0,0,0.004095599,0.00129428,0,0,0.983741711,0,0.014964008,1501,2,69,Detached,NY,New Rochelle
1664,30c1045e5cb6fed6115f02163e39696292e721d8.csv,0,1,0.225001924,0.42867036,0.319713758,0,0,0.026613958,0,0,0,0.016591644,0,0.983408356,2500,2,5,detached,NY,victor
1665,30c931c378115d7113fd9024420fbb20630b629a.csv,0,1,0,0,0.972317876,0,0,0.027682124,0,0,0,0.954459366,0,0.045540634,0,0,0,,NY,Huntington Station
1667,30ce69cbc5fd8a59b2fe9fc3eff396b61bd39dfc.csv,0,0,0,0.705794928,0.291456229,0,0,0.002748843,0,0,0,0.100418245,0,0.899581755,3000,2,20,detached,NY,Brookhaven
1669,30e4496a9e56c2e060f2fc16490ba4360bcb8351.csv,0,1,0.29985879,0.275620938,0.380493655,0,0,0.044026617,0.005097106,0.039384092,0,0.659741566,0,0.295777236,0,3,0,0,NY,New York
1671,30fc109350fcdcf403c66205973a3bfe2abcc173.csv,0,1,0,0.669781064,0.325805768,0,0,0.004413168,0.027525975,0,0,0.019017706,0,0.953456319,1501,1,9,Detached,NY,Farmington
1672,30fd9dc00afb9c8a71fdce831d1f9a786680960d.csv,0,1,0.151165675,0.453802274,0.367330586,0,0,0.027701465,0,0,0,0.693881639,0,0.306118361,2000,3,90,multiPlex,NY,Gloversville
1673,30fda5ee5e19badd75b19117078bda88c9188e50.csv,0,1,0,0.444501837,0.525166437,0,0,0.030331726,0.00409397,0,0,0.035764845,0,0.960141185,1100,2,10,condominium,NY,Brooklyn
1675,3101393983ed9bee93ae59895959633adc155132.csv,0,1,0,0.626637841,0.363748035,0,0,0.009614125,0.016705975,0,0,0.013250131,0,0.970043894,1500,3,49,townhouse,NY,Rochester
1679,31235c0790a621deca8e73b23f4a002d0d90ddd0.csv,0,1,0,0.700977784,0.288446189,0,0,0.010576028,0,0,0,0.938384107,0,0.061615893,4000,2,15,detached,NY,Poughkeepsie
1690,317b7c911666062582c7cfa103cdae21f0620b4c.csv,0,1,0.342466256,0.340730145,0.307291667,0,0,0.009511933,0.015184859,0.041837833,0,0.281763498,0,0.661213811,1500,2,40,other,NY,East Patchogue
1696,319a70381396acdc4eb7d97a76014e443eb117fa.csv,0,1,0.318004045,0.307224893,0.346993284,0,0,0.027777778,0.017113095,0.068719475,0,0.033558455,0,0.880608974,2500,2,67,detached,NY,Woodbury
1699,31b4c8df139cc86d1ba7b5b8988c6df6c4f04e41.csv,0,1,0.290461433,0.278256045,0.348016146,0.058214723,0,0.025051653,0,0,0,0.974603994,0,0.025396006,3500,3,5,detached,NY,Durham
1712,3216daa086e8057b34fb06da3152aff96f761ae6.csv,0,1,0,0.593067098,0.359091259,0,0,0.047841644,0.008762311,0,0,0.07144506,0,0.919792629,3500,5,90,,NY,New York
1713,32193a178c5520a95aa7c06522e46c3142ad736d.csv,0,1,0.228503001,0.424774931,0.298197522,0,0,0.048524546,0.047995537,0.042965143,0,0.044292475,0,0.864746845,5000,2,0,detached,NY,Dix Hills
1714,321a3d34780518c853408b84b35fc345cf230042.csv,0,1,0.23539886,0.417267628,0.285501246,0,0,0.061832265,0.004073184,0.007478632,0,0.42289886,0,0.565549323,2000,2,97,other,NY,Fairport
1717,322e723ab9111a7182c9e0b48fdee8d1c531ed9b.csv,0,1,0.056414072,0.503663004,0.409560058,0,0,0.030362866,0,0,0,0.153893849,0,0.846106151,3000,3,0,detached,NY,Middle Grove
1725,3268062f6d6d636611f949f431f95c4dae1535b8.csv,0,1,0,0.340909091,0.481911922,0,0,0.177178987,0.043321472,0.012846266,0,0.109274564,0,0.834557698,2500,2,15,detached,NY,Manhasset
1727,32722a64c5d7e35cae38399bbe324c52b6e90da9.csv,0,1,0.16640337,0.461723275,0.361308583,0,0,0.010564771,0,0,0,0.31449118,0,0.68550882,2001,2,39,Detached,NY,Getzville
1728,32724a51d0af95eade6a89d965b569cb44660e52.csv,0,1,0.226886828,0.447430174,0.29430899,0,0,0.031374008,0.011341957,0.067116911,0,0.006400717,0,0.915140415,2000,3,90,rowHouse,NY,New York
1729,327729f8f055fe538dce2351f295c46b84350212.csv,0,1,0,0.589056777,0.381877671,0,0,0.029065553,0.016464438,0,0,0.826417506,0,0.157118056,2500,3,45,detached,NY,Greenport
1731,3283ca73f1410a2945f7cbdad6823c9b28bf108f.csv,0,2,0.273075015,0.30447764,0.359613477,0,0,0.062833868,0.013287927,0.036067231,0,0.053447421,0,0.897197421,2000,3,50,detached,NY,Clarence
1732,32851a0e8e38908bc430d90063f296e4fd9025b1.csv,0,1,0.276012891,0.359758671,0.333582719,0,0,0.030645718,0,0,0,0.021475982,0,0.978524018,5000,3,10,detached,NY,Carmel
1733,328632dce37a4197302ca536734d0d8dd3700edf.csv,0,1,0.002959545,0.659582401,0.332214765,0,0,0.005243289,0.057186801,0.000139821,0,0.004823826,0,0.937849553,2001,3,89,Other,NY,Rochester
1737,32a989a5f2d621b443b326aa7ef53b0b1f0b0ecb.csv,0,1,0,0.685086615,0.282490079,0,0,0.032423306,0.041380495,0,0,0.079241071,0,0.879378434,3000,3,120,detached,NY,Rhinebeck
1741,32d7464ea879b7cfbc9ee19dbe91aebe3b077004.csv,0,1,0,0.625373049,0.347403964,0,0,0.027222987,0.034157867,0,0,0.046985002,0,0.918857132,2000,1,60,detached,NY,North Hempstead
1742,32db4d11a82906ff4ef0f77b6936d4444731db39.csv,0,1,0.203770661,0.391777625,0.375497398,0,0,0.028954316,0.008733165,0.032560453,0,0.148693373,0,0.810013009,2500,2,50,Other,NY,Clifton Park
1753,33435cffb045579caefd324670c2b6ea9f690a9a.csv,0,1,0,0.679377261,0.289141293,0,0,0.031481446,0,0,0,0.250320556,0,0.749679444,2500,2,80,detached,NY,Utica
1756,335880be3c3c036b00f1bbd15889bb374fcfa5f9.csv,0,1,0.274496337,0.309275794,0.387009692,0,0,0.029218178,0.002594628,0.00503663,0,0.068595467,0,0.923773275,3000,3,5,detached,NY,Croton-on-Hudson
1757,3359350ffd0a6272b400c78bd3c5f58943bc7240.csv,0,1,0,0.569272741,0.33974359,0,0,0.090983669,0.009243361,0,0.00206044,0.044213599,0,0.944482601,3000,3,55,detached,NY,New Castle
1760,337232f0c4796c0c9cdd74074d56236c64b7e996.csv,0,1,0,0.504945286,0.465928222,0,0,0.029126492,0,0,0,0.530953474,0,0.469046526,10000,2,45,detached,NY,Staten Island
1761,3376ad463dcba870a4cb7f28601bc6c0af163e02.csv,0,1,0.329889807,0.298276324,0.331898531,0,0,0.039935338,0.017217631,0.077087159,0,0.032770891,0,0.872924319,2000,2,65,detached,NY,Bryn Mawr Park
1773,33fbf639198b064ab20a407390c1c73ff070f68b.csv,0,1,0.626339149,0.348590067,0,0,0,0.025070784,0.01106711,0.012033211,0,0.012253214,0,0.964646465,3000,1,60,other,NY,Oyster Bay
1782,34494e977223d70aaf836898aad0a90805ef0a5b.csv,0,1,0,0.620973389,0.3419993,0,0,0.037027311,0.128131808,0,0,0.025404606,0,0.846463585,2000,2,75,detached,NY,Rochester
1786,346ce60e8e288bc567d82534eabae2f04a116b0e.csv,1,1,0.408650903,0.291551882,0.271875957,0,0,0.027921258,0.007661846,0.195410545,0,0.042068411,0,0.754859198,2000,2,30,rowHouse,NY,Jericho
1794,34a7cda4dc703948a3a7ee373a31b72212c20f24.csv,0,1,0.284722222,0.365463346,0.324552342,0,0,0.025262091,0.005318335,0.072447964,0,0.188332185,0,0.733901515,4000,2,25,detached,NY,Voorheesville
1798,34d826202885b29e874b5196642d4789a4dd3f90.csv,0,1,0.316427323,0.374496619,0.257693184,0,0,0.051382874,0,0.001576628,0,0.616632475,0,0.381790897,2500,2,40,Detached,NY,Clifton Park
1799,34f48b239a5aa5e151785a2a551d2e3b5417279f.csv,0,1,0.258623321,0.379387973,0.319930937,0,0,0.042057769,0,0,0,0.128815629,0,0.871184371,1000,1,0,detached,NY,Middle Village
1800,34f8362bb23f5d96dc7db16b39493217a27aba27.csv,0,1,0.164935338,0.470452632,0.292077977,0,0,0.072534053,0.045454545,0.014625421,0,0.100158785,0,0.839761249,2000,2,15,semiDetached,NY,Macedon
1807,35440aff6bb6eaab457f27d0bfc81fc8c7020961.csv,0,1,0.20271482,0.341746795,0.377270299,0,0,0.078268086,0.011465965,0.069167811,0,0.073784722,0,0.845581502,0,0,0,,NY,Islip Terrace
1813,35698c630ccaa1f484875b5216ef85a079257758.csv,0,1,0.21765955,0.469132614,0.286013545,0,0,0.027194291,0.132384451,0.027557775,0,0.246929522,0,0.593128252,2000,2,67,rowHouse,NY,Levittown
1816,3588c5e4229aafabde58aa2be6f10d25d0f773c8.csv,0,1,0,0.670670001,0.296072273,0,0,0.033257726,0.001618782,0,0,0.739298593,0,0.259082626,0,0,0,,NY,Sloan
1817,358b8ce539a5af947fccefa514394b75429319e9.csv,0,2,0,0.704985804,0.264445212,0,0,0.030568984,0.006071593,0,0,0.841179405,0,0.152749002,2500,2,45,detached,NY,Webster
1823,359e89af5bb27fe09d42857766f52efdf97fde29.csv,0,1,0.229558846,0.324734083,0.344199571,0,0,0.101507499,0,0,0,0.376386976,0,0.623613024,3000,3,0,other,NY,Plainview
1829,35b750c14a738be455adc862ba5199e3f5b5b94e.csv,0,1,0.200853229,0.398463805,0.368945133,0,0,0.031737833,0.067445286,0.032914371,0,0.00886708,0,0.890773263,3000,3,20,detached,NY,Fort Edward
1833,35e04af4c0dae4e6ab79e8103490e7db2656348d.csv,0,1,0.268779343,0.395852895,0.306484742,0,0,0.02888302,0.005858764,0.045285603,0,0.517312207,0,0.431543427,0,0,0,,NY,Roslyn Heights
1839,36092edde785ccf3f71ef025988573a5d7b98698.csv,0,1,0.083697821,0.497995319,0.377100599,0,0,0.041206262,0.00086326,0.003251611,0,0.485353361,0,0.510531768,2000,2,105,apartment,NY,New York
1846,36524f296fa38be66b58648668901923c50e6ce3.csv,0,1,0,0.362723214,0.6064942,0,0,0.030782585,0.062976954,0,0,0.061584249,0,0.875438797,1500,3,60,detached,NY,Massapequa Park
1847,365392ca9bf7bf9ec1b57e6de581971e50b5f3b1.csv,0,1,0.275345314,0.173649267,0.36697764,0,0,0.184027778,0.005160638,0.029256334,0,0.005370498,0,0.960212531,5000,2,20,detached,NY,Cortlandville
1863,36e9f8f42b1ebf694fd384191f276bcb1ca2664d.csv,1,0,0.203944353,0.165692611,0.201824349,0.061308214,0,0.367230473,0,0,0,0.574142831,0,0.425857169,0,0,0,,NY,Sunnyside
1869,37226f975474974671e6cd12d40f4372d004d7e4.csv,0,1,0.215021307,0.383305713,0.391473327,0,0,0.010199653,0,0,0,0.057528409,0,0.942471591,1501,2,39,Detached,NY,Schenectady
1884,37a45e4baff2f9e5364e26a2bc3e14c3c291b41a.csv,0,1,0.366266835,0.256887052,0.350464876,0,0,0.026381237,0,0,0,0.015505433,0,0.984494567,4500,3,10,detached,NY,Carmel
1890,37d2014cedce24db42fddcd4ba7cbc538fe31772.csv,0,1,0.271636103,0.141142448,0.367436552,0,0,0.219784896,0,0,0,0.087414887,0,0.912585113,1500,2,90,detached,NY,Rochester
1891,37d6ad720e6de4dc8f809f7ac0f3322f954d5968.csv,0,1,0,0.467289624,0.506045752,0,0,0.026664624,0.000265523,0,0,0.865410539,0,0.134323938,1500,2,100,detached,NY,Woodmere
